505.001649	2.399584e+05	0.359981
516.917485	2.333150e+05	0.350015
528.384571	2.412509e+05	0.361920
542.849475	2.438325e+05	0.365793
563.437540	2.442258e+05	0.366383
578.259811	2.439885e+05	0.366027
592.543767	2.410556e+05	0.361627
605.570122	2.324649e+05	0.348739
615.831362	2.360146e+05	0.354065
629.017474	2.374062e+05	0.356152
641.474050	2.375433e+05	0.356358
655.024004	2.364240e+05	0.354679
666.432064	2.358065e+05	0.353752
678.781956	2.363953e+05	0.354636
691.327438	2.366021e+05	0.354946
703.676057	2.323695e+05	0.348596
716.438329	2.425594e+05	0.363883
731.024483	2.429370e+05	0.364449
744.309233	2.310179e+05	0.346569
748.626523	2.275957e+05	0.341435
755.445443	2.350478e+05	0.352614
768.477836	2.324225e+05	0.348676
781.531308	2.356246e+05	0.353480
794.730214	2.324820e+05	0.348765
800.003228	2.295343e+05	0.344343
804.073528	2.322353e+05	0.348395
816.908269	2.340189e+05	0.351071
831.324282	2.380968e+05	0.357188
845.780935	2.359860e+05	0.354022
858.078518	2.338848e+05	0.350869
863.841693	2.286499e+05	0.343016
869.538337	2.326519e+05	0.349020
882.198877	2.369195e+05	0.355422
896.194077	2.343190e+05	0.351521
907.575895	2.346207e+05	0.351974
921.206660	2.357662e+05	0.353692
933.527541	2.340151e+05	0.351065
946.844399	2.344456e+05	0.351711
958.288581	2.331048e+05	0.349699
971.271401	2.344627e+05	0.351736
984.121393	2.334622e+05	0.350236
1000.953326	2.322853e+05	0.348470
1011.140572	2.296073e+05	0.344452
1012.672156	2.296377e+05	0.344498
1015.984642	2.300026e+05	0.345045
1023.205378	2.318672e+05	0.347843
1035.664500	2.343524e+05	0.351571
1049.932686	2.353854e+05	0.353121
1062.728219	2.293474e+05	0.344063
1071.836978	2.318751e+05	0.347855
1085.626059	2.340008e+05	0.351043
1100.159951	2.363720e+05	0.354601
1113.604934	2.346191e+05	0.351971
1126.495008	2.346636e+05	0.352038
1139.539576	2.327850e+05	0.349220
1149.294610	2.298067e+05	0.344752
1160.064938	2.328675e+05	0.349343
1175.979363	2.357794e+05	0.353712
1190.429457	2.340984e+05	0.351190
1199.710660	2.298887e+05	0.344875
1201.633244	2.296720e+05	0.344549
1207.474881	2.300549e+05	0.345124
1211.056902	2.319989e+05	0.348040
1224.033877	2.322303e+05	0.348387
1238.636477	2.311861e+05	0.346821
1243.879465	2.297342e+05	0.344643
1247.493117	2.305010e+05	0.345793
1251.449596	2.308626e+05	0.346336
1253.845070	2.307920e+05	0.346230
1266.265447	2.345133e+05	0.351812
1280.806674	2.321533e+05	0.348272
1289.778665	2.313333e+05	0.347042
1303.137289	2.373638e+05	0.356089
1317.332451	2.355428e+05	0.353357
1331.549392	2.310254e+05	0.346580
1343.935627	2.338921e+05	0.350880
1357.928723	2.329776e+05	0.349509
1367.001532	2.288472e+05	0.343312
1378.423094	2.320406e+05	0.348103
1394.066331	2.319831e+05	0.348017
1409.480332	2.313747e+05	0.347104
1421.331579	2.327926e+05	0.349231
